Область,Район,Назва,Категорія,Рік,Кількість населених пунктів,Площа,Населення,Створена,Кількість рад у 2020 році,Перелік всіх рад у 2020 році
Черкаська область,Золотоніський район,Зорівська територіальна громада,сільська,2020,9,173.8,3697,29.10.2017,6,"Зорівська сільська рада, Кривоносівська сільська рада, Лукашівська сільська рада, Богданівська сільська рада, Вершинозгарська сільська рада, Мехедівська сільська рада"
Черкаська область,Золотоніський район,Новодмитрівська територіальна громада,сільська,2020,18,388.9,10032,Нова Дмитрівка,9,"Новодмитрівська сільська рада, Антипівська сільська рада, Вільхівська сільська рада, Дмитрівська сільська рада, Домантівська сільська рада, Драбівецька сільська рада, Ковтунівська сільська рада, Подільська сільська рада, Скориківська сільська рада"
Черкаська область,Золотоніський район,Піщанська територіальна громада,сільська,2020,8,239.5,6722,Піщане,5,"Піщанська сільська рада, Бубнівсько-Слобідська сільська рада, Гладківщинська сільська рада, Софіївська сільська рада, Шабельниківська сільська рада"
Черкаська область,Золотоніський район,Чорнобаївська територіальна громада,селищна,2020,26,639.9,20269,Чорнобай,14,"Чорнобаївська селищна рада, Богодухівська сільська рада, Великобурімська сільська рада, Великоканівецька сільська рада, Веселохутірська сільська рада, Красенівська сільська рада, Лукашівська сільська рада, Малобурімська сільська рада, Мохнацька сільська рада, Новожиттівська сільська рада, Новоукраїнська сільська рада, Привітненська сільська рада, Франківська сільська рада, Хрестителівська сільська рада"
Черкаська область,Золотоніський район,Шрамківська територіальна громада,сільська,2020,23,419.8,11415,Шрамківка,13,"Шрамківська селищна рада, Бирлівська сільська рада, Демківська сільська рада, Кантакузівська сільська рада, Ковалівська сільська рада, Коломицька сільська рада, Кононівська сільська рада, Мойсівська сільська рада, Остапівська сільська рада, Погребська сільська рада, Свічківська сільська рада, Степанівська сільська рада, Яворівська сільська рада"
Черкаська область,Уманський район,Іваньківська територіальна громада,сільська,2020,6,154.7,4310,29.10.2017,3,"Іваньківська сільська рада, Березівська сільська рада, Крачківська сільська рада"
Черкаська область,Уманський район,Бабанська територіальна громада,селищна,2020,12,275.1,6566,Бабанка,12,"Бабанська селищна рада, Аполянська сільська рада, Вільшанослобідська сільська рада, Вільшанська сільська рада, Дубівська сільська рада, Коржівська сільська рада, Коржовослобідська сільська рада, Коржовокутська сільська рада, Оксанинська сільська рада, Острівецька сільська рада, Рогівська сільська рада, Свинарська сільська рада"
Черкаська область,Уманський район,Баштечківська територіальна громада,сільська,2020,8,179.4,4026,30.06.2019,6,"Баштечківська сільська рада, Королівська сільська рада, Нагірнянська сільська рада, Охматівська сільська рада, Павлівська сільська рада, Тинівська сільська рада"
Черкаська область,Уманський район,Буцька територіальна громада,селищна,2020,8,190.1,5176,24.12.2017,7,"Буцька селищна рада, Багвянська сільська рада, Кислинська сільська рада, Кутівська сільська рада, Русалівська сільська рада, Новогребельська сільська рада, Червонокутська сільська рада"
Черкаська область,Уманський район,Дмитрушківська територіальна громада,сільська,2020,12,311.4,9535,23.12.2018,11,"Дмитрушківська сільська рада, Гереженівська сільська рада, Гродзівська сільська рада, Старобабанівська сільська рада, Доброводівська сільська рада, Косенівська сільська рада, Пугачівська сільська рада, Собківська сільська рада, Степківська сільська рада, Сушківська сільська рада, Танська сільська рада"
Черкаська область,Уманський район,Жашківська територіальна громада,міська,2020,28,724.9,28912,29.10.2017,25,"Жашківська міська рада, Безпечнівська сільська рада, Бузівська об'єднана територіальна громада, Вороненська сільська рада, Вільшанська сільська рада, Житницька сільська рада, Зеленорізька сільська рада, Конельська сільська рада, Конельсько-Попівська сільська рада, Конельсько-Хутірська сільська рада, Кривчунська сільська рада, Леміщиська сільська рада, Литвинівська сільська рада, Марійківська сільська рада, Олександрівська сільська рада, Острожанська сільська рада, Пугачівська сільська рада, Сабадашська сільська рада, Скибинська сільська рада, Соколівська сільська рада, Сорокотязька сільська рада, Тетерівська сільська рада, Тихохутірська сільська рада, Хижнянська сільська рада, Шуляківська сільська рада"
Черкаська область,Уманський район,Ладижинська територіальна громада,сільська,2020,11,322.3,10337,23.12.2018,10,"Ладижинська сільська рада, Городницька сільська рада, Затишанська сільська рада, Колодистенська сільська рада, Рижавська сільська рада, Ропотуська сільська рада, Текучанська сільська рада, Фурманська сільська рада, Шаринська сільська рада, Ятранівська сільська рада"
Черкаська область,Уманський район,Маньківська територіальна громада,селищна,2020,19,477.3,17912,Маньківка,14,"Маньківська селищна рада, Дзензелівська сільська рада, Добрянська сільська рада, Кищенецька сільська рада, Кривецька сільська рада, Молодецька сільська рада, Нестерівська сільська рада, Паланоцька сільська рада, Подібнянська сільська рада, Вікторівська сільська рада, Попівська сільська рада, Потаська сільська рада, Рогівська сільська рада, Харківська сільська рада"
Черкаська область,Уманський район,Монастирищенська територіальна громада,міська,2020,41,719.2,34413,Монастирище,30,"Монастирищенська міська рада, Цибулівська селищна рада, Івахнянська сільська рада, Аврамівська сільська рада, Бачкуринська сільська рада, Жовтнева сільська рада, Владиславчицька сільська рада, Долинківська сільська рада, Дібрівська сільська рада, Зарубинецька сільська рада, Зюбриська сільська рада, Княже-Криницька сільська рада, Княжиківська сільська рада, Копіюватська сільська рада, Коритнянська сільська рада, Леськівська сільська рада, Лукашівська сільська рада, Панський Міст Чапаєвська) сільська рада, Половинчицька сільська рада, Попуднянська сільська рада, Сарнівська сільська рада, Сатанівська сільська рада, Степівська сільська рада, Тарнавська сільська рада, Теолинська сільська рада, Терлицька сільська рада, Халаїдівська сільська рада, Петрівська сільська рада, Шабастівська сільська рада, Шарнопільська сільська рада"
Черкаська область,Уманський район,Паланська територіальна громада,сільська,2020,18,482.6,14789,29.10.2017,17,"Паланська сільська рада, Іванівська сільська рада, Антонівська сільська рада, Берестівецька сільська рада, Городецька сільська рада, Громівська сільська рада, Кочержинська сільська рада, Кочубіївська сільська рада, Краснопільська сільська рада, Максимівська сільська рада, Посухівська сільська рада, Піківецька сільська рада, Родниківська сільська рада, Томашівська сільська рада, Черповодівська сільська рада, Юрківська сільська рада, Синицька сільська рада"
Черкаська область,Уманський район,Уманська територіальна громада,міська,2020,2,67.2,83191,Умань,2,"Уманська міська рада, Полянецька сільська рада"
Черкаська область,Уманський район,Христинівська територіальна громада,міська,2020,34,607.4,32241,Христинівка,22,"Христинівська міська рада, Верхняцька селищна рада, Івангородська сільська рада, Ботвинівська сільська рада, Великосевастянівська сільська рада, Вербуватська сільська рада, Заячківська сільська рада, Зорянська сільська рада, Кузьминогребельська сільська рада, Ліщинівська сільська рада, Малосевастянівська сільська рада, Орадівська сільська рада, Осітнянська сільська рада, Пеніжківська сільська рада, Розсішківська сільська рада, Сичівська сільська рада, Талалаївська сільська рада, Углуватська сільська рада, Христинівська сільська рада, Шельпахівська сільська рада, Шукайводська сільська рада, Ягубецька сільська рада"
Черкаська область,Черкаський район,Балаклеївська територіальна громада,сільська,2020,6,206.4,9519,23.12.2018,3,"Балаклеївська сільська рада, Костянтинівська сільська рада, Малостаросільська сільська рада"
Черкаська область,Черкаський район,Березняківська територіальна громада,сільська,2020,5,193.2,5495,23.12.2018,4,"Березняківська сільська рада, Великояблунівська сільська рада, Плескачівська сільська рада, Сунківська сільська рада"
Черкаська область,Черкаський район,Бобрицька територіальна громада,сільська,2020,24,399.5,4465,23.12.2018,10,"Бобрицька сільська рада, Григорівська сільська рада, Грищинецька сільська рада, Козарівська сільська рада, Курилівська сільська рада, Литвинецька сільська рада, Потапцівська сільська рада, Пшеничницька сільська рада, Тростянецька сільська рада, Чернишівська сільська рада"
Черкаська область,Черкаський район,Будищенська територіальна громада,сільська,2020,6,148.8,4849,Будище,2,"Будищенська сільська рада, Свидівоцька сільська рада"
Черкаська область,Черкаський район,Білозірська територіальна громада,сільська,2020,3,199.3,8698,25.10.2015,2,"Білозірська сільська рада, Ірдинська селищна рада"
Черкаська область,Черкаський район,Городищенська територіальна громада,міська,2020,10,363.5,22866,Городище,9,"Городищенська міська рада, Цвітківська селищна рада, Валявська сільська рада, Дирдинська сільська рада, Калинівська сільська рада, Ксаверівська сільська рада, Орловецька сільська рада, Петропавлівська сільська рада, Хлистунівська сільська рада"
Черкаська область,Черкаський район,Кам’янська територіальна громада,міська,2020,17,491.4,19458,29.10.2017,13,"Кам’янська міська рада, Баландинська сільська рада, Вербівська сільська рада, Грушківська сільська рада, Катеринівська сільська рада, Косарська сільська рада, Коханівська сільська рада, Лебедівська сільська рада, Лузанівська сільська рада, Радиванівська сільська рада, Телепинська сільська рада, Тимошівська сільська рада, Юрчиська сільська рада"
Черкаська область,Черкаський район,Канівська територіальна громада,міська,2020,11,246.7,26888,29.11.2018,6,"Канівська міська рада, Конончанська сільська рада, Межиріцька сільська рада, Пекарівська сільська рада, Хмільнянська сільська рада, Яблунівська сільська рада"
Черкаська область,Черкаський район,Корсунь-Шевченківська територіальна громада,міська,2020,11,173.7,20733,Корсунь-Шевченківський,5,"Корсунь-Шевченківська міська рада, Виграївська сільська рада, Моринська сільська рада, Пішківська сільська рада, Сотницька сільська рада"
Черкаська область,Черкаський район,Леськівська територіальна громада,сільська,2020,5,217.3,8207,23.12.2018,4,"Леськівська сільська рада, Думанецька сільська рада, Худяківська сільська рада, Чорнявська сільська рада"
Черкаська область,Черкаський район,Ліплявська територіальна громада,сільська,2020,5,279.4,3530,29.10.2017,4,"Ліплявська сільська рада, Келебердянська сільська рада, Озерищанська сільська рада, Прохорівська сільська рада"
Черкаська область,Черкаський район,Медведівська територіальна громада,сільська,2020,9,208.3,3693,23.12.2018,5,"Медведівська сільська рада, Головківська сільська рада, Зам’ятницька сільська рада, Мельниківська сільська рада, Худоліївська сільська рада"
Черкаська область,Черкаський район,Михайлівська територіальна громада,сільська,2020,13,232.6,5886,24.12.2017,6,"Михайлівська сільська рада, Жаботинська сільська рада, Лубенська сільська рада, Райгородська сільська рада, Ребедайлівська сільська рада, Ревівська сільська рада"
Черкаська область,Черкаський район,Мліївська територіальна громада,сільська,2020,3,201.3,5273,29.10.2017,3,"Мліївська сільська рада, Будо-Орловецька сільська рада, Старосільська сільська рада"
Черкаська область,Черкаський район,Мошнівська територіальна громада,сільська,2020,14,460.3,14702,Мошни,6,"Мошнівська сільська рада, Байбузівська сільська рада, Кумейківська сільська рада, Софіївська сільська рада, Тубільцівська сільська рада, Яснозірська сільська рада"
Черкаська область,Черкаський район,Набутівська територіальна громада,сільська,2020,13,217.8,6204,18.12.2016,8,"Набутівська сільська рада, Бровахівська сільська рада, Деренковецька сільська рада, Драбівська сільська рада, Кичинецька сільська рада, Кіровська сільська рада, Нетеребська сільська рада, Сахнівська сільська рада"
Черкаська область,Черкаський район,Ротмістрівська територіальна громада,сільська,2020,13,310.5,9035,30.04.2017,9,"Ротмістрівська сільська рада, Ковалиська сільська рада, Куцівська сільська рада, Макіївська сільська рада, Мельниківська сільська рада, Носачівська сільська рада, Самгородоцька сільська рада, Санжариська сільська рада, Ташлицька сільська рада"
Черкаська область,Черкаський район,Русько-Полянська територіальна громада,сільська,2020,3,274.0,13793,23.12.2018,3,"Русько-Полянська сільська рада, Геронимівська сільська рада, Дубіївська сільська рада"
Черкаська область,Черкаський район,Сагунівська територіальна громада,сільська,2020,3,194.5,5126,23.12.2018,3,"Сагунівська сільська рада, Боровицька сільська рада, Топилівська сільська рада"
Черкаська область,Черкаський район,Смілянська територіальна громада,міська,2020,2,39.1,66481,Сміла,1,Смілянська міська рада
Черкаська область,Черкаський район,Степанецька територіальна громада,сільська,2020,21,367.7,6903,30.04.2017,10,"Степанецька сільська рада, Беркозівська сільська рада, Горобіївська сільська рада, Копіюватська сільська рада, Мартинівська сільська рада, Мельниківська сільська рада, Павлівська сільська рада, Полствинська сільська рада, Попівська сільська рада, Таганчанська сільська рада"
Черкаська область,Черкаський район,Степанківська територіальна громада,сільська,2020,7,134.9,7187,29.10.2017,4,"Степанківська сільська рада, Хацьківська сільська рада, Голов’ятинська сільська рада, Залевківська сільська рада"
Черкаська область,Черкаський район,Тернівська територіальна громада,сільська,2020,9,155.7,5368,23.12.2018,5,"Тернівська сільська рада, Малосмілянська сільська рада, Пастирська сільська рада, Попівська сільська рада, Сердюківська сільська рада"
Черкаська область,Черкаський район,Червонослобідська територіальна громада,сільська,2020,4,176.4,14282,23.12.2018,3,"Червонослобідська сільська рада, Вергунівська сільська рада, Хутірська сільська рада"
Черкаська область,Черкаський район,Черкаська територіальна громада,міська,2020,2,76.8,273533,Черкаси,1,Черкаська міська рада
Черкаська область,Черкаський район,Чигиринська територіальна громада,міська,2020,25,901.7,19139,23.12.2018,12,"Чигиринська міська рада, Іванівська сільська рада, Вершацька сільська рада, Галаганівська сільська рада, Красносільська сільська рада, Матвіївська сільська рада, Новоселицька сільська рада, Рацівська сільська рада, Стецівська сільська рада, Суботівська сільська рада, Трушівська сільська рада, Тіньківська сільська рада"
Чернівецька область,Вижницький район,Банилівська територіальна громада,сільська,2020,4,81.3,7358,Банилів,2,"Банилівська сільська рада, Коритненська сільська рада"
Чернівецька область,Вижницький район,Берегометська територіальна громада,селищна,2020,13,491.9,18387,Берегомет,4,"Берегометська селищна рада, Долішньошепітська сільська рада, Лукавецька сільська рада, Мигівська сільська рада"
Чернівецька область,Вижницький район,Брусницька територіальна громада,сільська,2020,10,98.1,9259,Брусниця,3,"Брусницька сільська рада, Верхньостановецька сільська рада, Нижньостановецька сільська рада"
Чернівецька область,Вижницький район,Вашківецька територіальна громада,міська,2020,7,146.1,12315,18.12.2016,4,"Вашківецька міська рада, Замостянська сільська рада, Карапчівська сільська рада, Слобода-Банилівська сільська рада"
Чернівецька область,Вижницький район,Вижницька територіальна громада,міська,2020,10,183.5,16794,18.12.2016,7,"Вижницька міська рада, Іспаська сільська рада, Багнянська сільська рада, Виженська сільська рада, Міліївська сільська рада, Черешенська сільська рада, Чорногузівська сільська рада"
Чернівецька область,Вижницький район,Конятинська територіальна громада,сільська,2020,10,122.0,4792,30.04.2017,3,"Конятинська сільська рада, Довгопільська сільська рада, Яблуницька сільська рада"
Чернівецька область,Вижницький район,Путильська територіальна громада,селищна,2020,18,231.6,11289,Путила,5,"Путильська селищна рада, Дихтинецька сільська рада, Киселицька сільська рада, Сергіївська сільська рада, КОАТУУ: 7323581003)"
Чернівецька область,Вижницький район,Селятинська територіальна громада,сільська,2020,10,367.7,4709,30.04.2017,3,"Селятинська сільська рада, Плосківська сільська рада, Шепітська сільська рада"
Чернівецька область,Вижницький район,Усть-Путильська територіальна громада,сільська,2020,13,156.6,5451,25.10.2015,4,"Усть-Путильська сільська рада, Мариничівська сільська рада, Підзахаричівська сільська рада, Розтоківська сільська рада"
Чернівецька область,Дністровський район,Вашковецька територіальна громада,сільська,2020,4,58.7,4680,25.10.2015,2,"Вашковецька сільська рада, Шишковецька сільська рада"
Чернівецька область,Дністровський район,Кельменецька територіальна громада,селищна,2020,26,540.6,32058,Кельменці,20,"Кельменецька селищна рада, Івановецька сільська рада, Бабинська сільська рада, Бернівська сільська рада, Бузовицька сільська рада, Бурдюзька сільська рада, Вартиковецька сільська рада, Вовчинецька сільська рада, Вороновицька сільська рада, Грушовецька сільська рада, Дністрівська сільська рада, Комарівська сільська рада, Коновська сільська рада, Ленковецька сільська рада, Лукачівська сільська рада, Мошанецька сільська рада, Нелиповецька сільська рада, Новоселицька сільська рада, Перковецька сільська рада, Росошанівська сільська рада"
Чернівецька область,Дністровський район,Клішковецька територіальна громада,сільська,2020,12,212.4,14951,25.10.2015,7,"Клішковецька сільська рада, Малинецька сільська рада, Перебиковецька сільська рада, Полянська сільська рада, Рухотинська сільська рада, Санковецька сільська рада, Шиловецька сільська рада"
Чернівецька область,Дністровський район,Лівинецька територіальна громада,сільська,2020,7,129.3,6679,Лівинці,5,"Лівинецька сільська рада, Зеленецька сільська рада, Козирянська сільська рада, Оселівська сільська рада, Подвір’ївська сільська рада"
Чернівецька область,Дністровський район,Мамалигівська територіальна громада,сільська,2020,8,144.7,11863,25.10.2015,6,"Мамалигівська сільська рада, Балковецька сільська рада, Драницька сільська рада, Несвоївська сільська рада, Подвірненська сільська рада, Стальнівецька сільська рада"
Чернівецька область,Дністровський район,Недобоївська територіальна громада,сільська,2020,7,129.5,12438,25.10.2015,6,"Недобоївська сільська рада, Долинянська сільська рада, Зарожанська сільська рада, Керстенецька сільська рада, Ставчанська сільська рада, Шировецька сільська рада"
Чернівецька область,Дністровський район,Новодністровська територіальна громада,міська,2020,1,7.1,10590,23.12.2018,1,Новодністровська міська рада
Чернівецька область,Дністровський район,Рукшинська територіальна громада,сільська,2020,6,108.7,6505,25.10.2015,5,"Рукшинська сільська рада, Гордівецька сільська рада, Пригородоцька сільська рада, Рашківська сільська рада, Чепоніська сільська рада"
Чернівецька область,Дністровський район,Сокирянська територіальна громада,міська,2020,25,606.5,36520,25.10.2015,20,"Сокирянська міська рада, Братанівська сільська рада, Білоусівська сільська рада, Василівська сільська рада, Волошківська сільська рада, Вітрянська сільська рада, Гвіздовецька сільська рада, Грубнянська сільська рада, Коболчинська сільська рада, Корманська сільська рада, Кулішівська сільська рада, Ломачинецька сільська рада, Лопатівська сільська рада, Михалківська сільська рада, Ожівська сільська рада, Олексіївська сільська рада, Романковецька сільська рада, Селищанська сільська рада, Сербичанська сільська рада, Шебутинецька сільська рада"
Чернівецька область,Дністровський район,Хотинська територіальна громада,міська,2020,11,182.5,18156,23.12.2018,11,"Хотинська міська рада, Анадольська сільська рада, Атацька сільська рада, Біловецька сільська рада, Ворничанська сільська рада, Данковецька сільська рада, Каплівська сільська рада, Круглицька сільська рада, Крутеньківська сільська рада, Пашковецька сільська рада, Ярівська сільська рада"
Чернівецька область,Чернівецький район,Боянська територіальна громада,сільська,2020,4,63.9,6416,Бояни,2,"Боянська сільська рада, Припрутська сільська рада"
Чернівецька область,Чернівецький район,Ванчиковецька територіальна громада,сільська,2020,10,170.8,14337,30.06.2019,7,"Ванчиковецька сільська рада, Жилівська сільська рада, Костичанівська сільська рада, Тарасовецька сільська рада, Фороснянська сільська рада, Черленівська сільська рада, Щербинецька сільська рада"
Чернівецька область,Чернівецький район,Великокучурівська територіальна громада,сільська,2020,5,98.1,13914,25.10.2015,3,"Великокучурівська сільська рада, Снячівська сільська рада, Тисовецька сільська рада"
Чернівецька область,Чернівецький район,Веренчацька територіальна громада,сільська,2020,7,103.6,8069,Веренчанка,4,"Веренчанська сільська рада, Бабинська сільська рада, Борівецька сільська рада, Киселівська сільська рада"
Чернівецька область,Чернівецький район,Волоківська територіальна громада,сільська,2020,4,60.9,6976,25.10.2015,3,"Волоківська сільська рада, Валякузьминська сільська рада, КОАТУУ: 7320780803)"
Чернівецька область,Чернівецький район,Вікнянська територіальна громада,сільська,2020,8,98.8,5865,24.12.2017,8,"Вікнянська сільська рада, Брідоцька сільська рада, Дорошовецька сільська рада, Митківська сільська рада, Мосорівська сільська рада, Онутська сільська рада, Самушинська сільська рада, Товтрівська сільська рада"
Чернівецька область,Чернівецький район,Герцаївська територіальна громада,міська,2020,12,192.1,17973,29.04.2018,8,"Герцаївська міська рада, Байраківська сільська рада, Куликівська сільська рада, Лунківська сільська рада, Молницька сільська рада, Петрашівська сільська рада, Тернавська сільська рада, Хряцьківська сільська рада"
Чернівецька область,Чернівецький район,Глибоцька територіальна громада,селищна,2020,9,140.6,19271,25.10.2015,6,"Глибоцька селищна рада, Димківська сільська рада, Михайлівська сільська рада, Опришенська сільська рада, Стерченська сільська рада, Черепковецька сільська рада"
Чернівецька область,Чернівецький район,Горішньошеровецька територіальна громада,сільська,2020,4,86.1,5784,Горішні Шерівці,4,"Горішньошеровецька сільська рада, Васловівська сільська рада, Задубрівська сільська рада, Шубранецька сільська рада"
Чернівецька область,Чернівецький район,Заставнівська територіальна громада,міська,2020,3,75.8,9315,29.04.2018,3,"Заставнівська міська рада, Вербовецька сільська рада, Малокучурівська сільська рада"
Чернівецька область,Чернівецький район,Кадубовецька територіальна громада,сільська,2020,6,94.7,7870,29.12.2019,6,"Кадубовецька сільська рада, Василівська сільська рада, Хрещатицька сільська рада, Репужинецька сільська рада, Кулівецька сільська рада, Чуньківська сільська рада"
Чернівецька область,Чернівецький район,Кам'янецька територіальна громада,сільська,2020,4,102.4,10101,Кам'янка,3,"Кам'янська сільська рада, Багринівська сільська рада, Старововчинецька сільська рада"
Чернівецька область,Чернівецький район,Кам'янська територіальна громада,сільська,2020,7,120.6,11100,Кам'яна,3,"Кам’янська сільська рада, Михальчанська сільська рада, Старобросковецька сільська рада"
Чернівецька область,Чернівецький район,Карапачівська територіальна громада,сільська,2020,2,45.7,4439,30.06.2019,2,"Карапчівська сільська рада, Йорданештська сільська рада"
Чернівецька область,Чернівецький район,Кострижівська територіальна громада,селищна,2020,5,37.3,4281,24.12.2017,3,"Кострижівська селищна рада, Звенячинська сільська рада, Прилипченська сільська рада"
Чернівецька область,Чернівецький район,Красноїльська територіальна громада,селищна,2020,2,191.4,11221,11.12.2016,3,"Красноїльська селищна рада, Старокрасношорська сільська рада, КОАТУУ: 7320581504)"
Чернівецька область,Чернівецький район,Кіцманська територіальна громада,міська,2020,11,180.1,20729,29.10.2017,9,"Кіцманська міська рада, Іванковецька сільська рада, Валявська сільська рада, Давидівська сільська рада, Кліводинська сільська рада, Лашківська сільська рада, Ошихлібська сільська рада, Суховерхівська сільська рада, Шипинецька сільська рада"
Чернівецька область,Чернівецький район,Магальська територіальна громада,сільська,2020,5,84.1,9499,29.10.2017,2,"Магальська сільська рада, Рідківська сільська рада"
Чернівецька область,Чернівецький район,Мамаївська територіальна громада,сільська,2020,12,155.5,19929,29.10.2017,7,"Мамаївська сільська рада, Лужанська селищна рада, Білянська сільська рада, Глиницька сільська рада, Драчинецька сільська рада, Дубовецька сільська рада, Стрілецько-Кутська сільська рада"
Чернівецька область,Чернівецький район,Неполоковецька територіальна громада,селищна,2020,6,57.9,7446,23.12.2018,3,"Неполоковецька селищна рада, Берегометська сільська рада, Оршовецька сільська рада"
Чернівецька область,Чернівецький район,Новоселицька територіальна громада,міська,2020,14,220.7,28201,24.12.2017,12,"Новоселицька міська рада, Берестянська сільська рада, Диновецька сільська рада, Довжоцька сільська рада, Зеленогайська сільська рада, Котелівська сільська рада, Малинівська сільська рада, Маршинецька сільська рада, Рингацька сільська рада, Рокитненська сільська рада, Слобідська сільська рада, Строїнецька сільська рада"
Чернівецька область,Чернівецький район,Острицька територіальна громада,сільська,2020,10,99.1,13453,29.10.2017,5,"Острицька сільська рада, Великобудська сільська рада, Годинівська сільська рада, Горбівська сільська рада, Цуренська сільська рада"
Чернівецька область,Чернівецький район,Петровецька територіальна громада,сільська,2020,3,81.6,8134,Верхні Петрівці,2,"Верхньопетровецька сільська рада, Нижньопетровецька сільська рада"
Чернівецька область,Чернівецький район,Ставчанська територіальна громада,сільська,2020,5,75.4,6250,23.12.2018,5,"Ставчанська сільська рада, Малятинецька сільська рада, Хлівищенська сільська рада, Шишковецька сільська рада, Южинецька сільська рада"
